,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Percent Change
1188,90633,1257,75028,zip,TX,TX,Flower Mound,"Dallas-Fort Worth-Arlington, TX",Denton County,0.49266455368309825
1190,69776,1259,28213,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,3.3878455912033703
1191,86715,1260,65201,zip,MO,MO,Columbia,"Columbia, MO",Boone County,5.0783293542656205
1192,96523,1261,91790,zip,CA,CA,West Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.9129804727913426
1193,66708,1262,20910,zip,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,1.9798882909190816
1194,94427,1263,84062,zip,UT,UT,Pleasant Grove,"Provo-Orem, UT",Utah County,6.630654420541263
1195,79090,1264,48235,zip,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,10.01911823516535
1196,58863,1265,2703,zip,MA,MA,Attleboro,"Providence-Warwick, RI-MA",Bristol County,6.489732714385385
1198,96966,1267,92648,zip,CA,CA,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3.671027415440505
1200,72620,1269,33461,zip,FL,FL,Palm Springs,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,6.736915239719522
1201,61187,1270,8817,zip,NJ,NJ,Edison,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,12.415800914752792
1202,91981,1271,77493,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.7673666216402837
1203,92323,1272,78227,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,10.34635118723919
1204,91437,1273,76502,zip,TX,TX,Temple,"Killeen-Temple, TX",Bell County,1.0723446803376881
1205,92448,1273,78414,zip,TX,TX,Corpus Christi,"Corpus Christi, TX",Nueces County,1.8867489591014308
1207,91191,1276,76017,zip,TX,TX,Arlington,"Dallas-Fort Worth-Arlington, TX",Tarrant County,0.4284918024047368
1208,63904,1277,15108,zip,PA,PA,Coraopolis,"Pittsburgh, PA",Allegheny County,-1.3326691214146364
1209,71230,1278,30606,zip,GA,GA,Athens,"Athens-Clarke County, GA",Clarke County,6.688095416815298
1210,94900,1279,85323,zip,AZ,AZ,Avondale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-2.2804517718096116
1211,95321,1280,87144,zip,NM,NM,Rio Rancho,"Albuquerque, NM",Sandoval County,8.105005288350272
1212,66125,1281,20001,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,1.2357471242454563
1213,92651,1282,78741,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-3.9111206119119113
1214,73089,1283,34293,zip,FL,FL,Venice,"North Port-Sarasota-Bradenton, FL",Sarasota County,11.709899082992447
1215,99638,1284,98225,zip,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,4.281211836105907
1217,58642,1287,2128,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,8.68897124640354
1218,99578,1288,98118,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,1.9661706459973574
1220,96651,1290,92109,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.510056346204591
1221,72602,1292,33436,zip,FL,FL,Boynton Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2.4029905663986026
1222,60714,1294,7601,zip,NJ,NJ,Hackensack,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,5.420422249188248
1223,74555,1295,37918,zip,TN,TN,Knoxville,"Knoxville, TN",Knox County,9.173053044371352
1224,65798,1296,19131,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,5.123826600705144
1225,70758,1297,29910,zip,SC,SC,Bluffton,"Hilton Head Island-Bluffton, SC",Beaufort County,1.5687314826182908
1226,92668,1298,78759,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-2.1313025266771044
1227,72158,1299,32708,zip,FL,FL,Winter Springs,"Orlando-Kissimmee-Sanford, FL",Seminole County,0.3919132796612366
1228,96013,1300,90032,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,16.879905961290106
1229,91729,1301,77080,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,3.7653416470762138
1231,61654,1304,10040,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,7.035927854075489
1232,74647,1305,38109,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,6.062372672857628
1235,93459,1308,80537,zip,CO,CO,Loveland,"Fort Collins, CO",Larimer County,6.785330533684532
1237,69820,1310,28273,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1.0403804666641807
1238,72186,1312,32746,zip,FL,FL,Lake Mary,"Orlando-Kissimmee-Sanford, FL",Seminole County,1.772491994941795
1239,95051,1313,85713,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,4.110698142591102
1240,95317,1314,87123,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,5.484005476001758
1241,82113,1315,55112,zip,MN,MN,New Brighton,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,4.556657761468009
1242,69813,1317,28262,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2.853672594406007
1243,84655,1318,60659,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,8.449701583899243
1244,97089,1319,93010,zip,CA,CA,Camarillo,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,1.2750166595012773
1246,95935,1321,89506,zip,NV,NV,Reno,"Reno, NV",Washoe County,2.7235006167924256
1247,70847,1322,30067,zip,GA,GA,Marietta,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,-0.7627168842929932
1248,71158,1324,30506,zip,GA,GA,Gainesville,"Gainesville, GA",Hall County,4.8342849828229815
1249,82126,1325,55125,zip,MN,MN,Woodbury,"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,3.582602005048103
1251,69728,1327,28117,zip,NC,NC,Mooresville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,-0.021853304158358025
1252,97358,1328,93611,zip,CA,CA,Clovis,"Fresno, CA",Fresno County,8.41577196460898
1254,96913,1329,92555,zip,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,-1.4897890797641564
1255,79047,1331,48188,zip,MI,MI,Canton,"Detroit-Warren-Dearborn, MI",Wayne County,-0.05219486083572875
1256,76576,1331,43207,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,5.9981829710177905
1257,69842,1333,28306,zip,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,7.529054206064726
1258,82105,1334,55104,zip,MN,MN,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,1.0573113315626386
1260,99967,1336,98801,zip,WA,WA,Wenatchee,"Wenatchee, WA",Chelan County,-0.9896953346317086
1261,69775,1337,28212,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,7.711890049890659
1263,61633,1339,10019,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1.1302467616782617
1265,71275,1342,30680,zip,GA,GA,Winder,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,7.078731868423714
1266,99583,1343,98125,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,1.103348965843773
1267,93432,1344,80501,zip,CO,CO,Longmont,"Boulder, CO",Boulder County,4.635424904479826
1269,77403,1346,45014,zip,OH,OH,Fairfield,"Cincinnati, OH-KY-IN",Butler County,5.928636191433883
1270,94758,1347,85042,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.5299506634613323
1271,65806,1349,19139,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,5.590121328991839
1274,65941,1352,19460,zip,PA,PA,Phoenixville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,8.193034040711476
1275,82120,1353,55119,zip,MN,MN,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,5.450996403736483
1276,75646,1354,40356,zip,KY,KY,Nicholasville,"Lexington-Fayette, KY",Jessamine County,7.902521589864735
1277,72295,1355,32907,zip,FL,FL,Palm Bay,"Palm Bay-Melbourne-Titusville, FL",Brevard County,2.634871222714191
1278,74664,1356,38128,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,4.806212274036305
1279,94846,1357,85254,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1.8675031265097262
1280,78976,1358,48104,zip,MI,MI,Ann Arbor,"Ann Arbor, MI",Washtenaw County,5.214342198972841
1282,96104,1361,90247,zip,CA,CA,Gardena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6.269064190900625
1283,91443,1362,76513,zip,TX,TX,Belton,"Killeen-Temple, TX",Bell County,2.249048415178723
1284,92326,1363,78230,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-2.4003854810850696
1285,60551,1364,7036,zip,NJ,NJ,Linden,"New York-Newark-Jersey City, NY-NJ-PA",Union County,8.590512348270183
1286,90637,1365,75034,zip,TX,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County,-1.276423889640622
1287,98170,1366,95403,zip,CA,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,1.0108873726464567
1288,70925,1368,30152,zip,GA,GA,Kennesaw,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2.428992486554628
1290,74580,1370,38002,zip,TN,TN,Lakeland,"Memphis, TN-MS-AR",Shelby County,3.6919423095539172
1291,95754,1371,89015,zip,NV,NV,Henderson,"Las Vegas-Henderson-Paradise, NV",Clark County,-1.4557099937285731
1292,96102,1372,90242,zip,CA,CA,Downey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.5764129458393357
1293,72358,1373,33020,zip,FL,FL,Hollywood,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.162258768609383
1294,79502,1375,49009,zip,MI,MI,Kalamazoo,"Kalamazoo-Portage, MI",Kalamazoo County,-3.1127732177102447
1296,61642,1377,10028,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,3.1320576344770235
1297,90652,1378,75050,zip,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.7041943888409251
1298,91313,1379,76210,zip,TX,TX,Corinth,"Dallas-Fort Worth-Arlington, TX",Denton County,2.2564699008366667
1299,82118,1380,55117,zip,MN,MN,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,1.8011241077727922
1300,91274,1381,76131,zip,TX,TX,Saginaw,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1.365304165088976
1301,84591,1382,60564,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,8.49742890495769
1302,68174,1383,24502,zip,VA,VA,Lynchburg,"Lynchburg, VA",Lynchburg City,3.6630744058538305
1303,93450,1385,80526,zip,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,5.02529899674651
1305,58984,1387,2909,zip,RI,RI,Providence,"Providence-Warwick, RI-MA",Providence County,4.627747295983248
1306,75712,1388,40509,zip,KY,KY,Lexington,"Lexington-Fayette, KY",Fayette County,6.9778909524778765
1308,73210,1390,34761,zip,FL,FL,Ocoee,"Orlando-Kissimmee-Sanford, FL",Orange County,3.740437088884696
1309,73244,1391,34983,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,2.7934330502702722
1312,87015,1394,65803,zip,MO,MO,Springfield,"Springfield, MO",Greene County,9.384454067795458
1313,95557,1395,88101,zip,NM,NM,Clovis,"Clovis, NM",Curry County,5.084525419889103
1314,71323,1396,30813,zip,GA,GA,Grovetown,"Augusta-Richmond County, GA-SC",Columbia County,4.705441137860637
1315,71816,1397,32137,zip,FL,FL,Palm Coast,"Deltona-Daytona Beach-Ormond Beach, FL",Flagler County,0.1223391113109797
1316,99627,1397,98204,zip,WA,WA,Everett,"Seattle-Tacoma-Bellevue, WA",Snohomish County,-3.953604231426177
1317,78041,1399,46226,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,5.728805329707979
1318,66839,1400,21229,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,1.6742644911604037
1319,99072,1402,97080,zip,OR,OR,Gresham,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,0.5374704607571588
1321,91706,1405,77057,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,0.5010637868935142
1322,99012,1406,97006,zip,OR,OR,Beaverton,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,0.5258375068165706
1324,60945,1408,8054,zip,NJ,NJ,Mt Laurel Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,7.565861174382753
1327,73014,1411,34135,zip,FL,FL,Bonita Springs,"Cape Coral-Fort Myers, FL",Lee County,12.271846529531464
1328,87507,1412,67212,zip,KS,KS,Wichita,"Wichita, KS",Sedgwick County,6.703144670724913
1329,59470,1413,4401,zip,ME,ME,Bangor,"Bangor, ME",Penobscot County,4.143302006105605
1330,96588,1414,92019,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.573543068009127
1331,96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.7262050767989185
1332,84572,1416,60543,zip,IL,IL,Oswego,"Chicago-Naperville-Elgin, IL-IN-WI",Kendall County,7.542101504921852
1333,90619,1417,75013,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,-1.1999900991718644
1334,96351,1418,91320,zip,CA,CA,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,3.2813234621723586
1335,95931,1419,89502,zip,NV,NV,Reno,"Reno, NV",Washoe County,-0.10008623639042638
1337,99133,1421,97219,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2.3205957426426056
1338,70819,1422,30034,zip,GA,GA,Decatur,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,4.098605618893384
1339,70855,1423,30076,zip,GA,GA,Roswell,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2.638964129490229
1340,73760,1424,36116,zip,AL,AL,Montgomery,"Montgomery, AL",Montgomery County,4.606796356521336
1342,76592,1426,43224,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,3.400585516502028
1343,72405,1426,33076,zip,FL,FL,Parkland,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,1.188397971465252
1344,58649,1428,2135,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,9.274974393316796
1346,99760,1430,98374,zip,WA,WA,Puyallup,"Seattle-Tacoma-Bellevue, WA",Pierce County,-0.7464491078771797
1347,92329,1431,78233,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1.8562777148292524
1348,96389,1432,91367,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.8115205748060568
1349,69379,1433,27520,zip,NC,NC,Clayton,"Raleigh-Cary, NC",Johnston County,1.5197738705527886
1353,90731,1437,75154,zip,TX,TX,Red Oak,"Dallas-Fort Worth-Arlington, TX",Ellis County,5.507698415220048
1355,58570,1439,1970,zip,MA,MA,Salem,"Boston-Cambridge-Newton, MA-NH",Essex County,6.361906237435315
1356,61780,1440,10304,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,13.61931709666034
1357,96024,1441,90043,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,7.48245127752452
1358,90629,1442,75024,zip,TX,TX,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,-4.262647450679881
1360,97788,1445,94582,zip,CA,CA,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2.2368720268531375
1361,95797,1446,89101,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-0.17605264172419322
1362,75620,1447,40299,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,1.9036996255139371
1363,72458,1448,33155,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,0.8002167396582536
1364,97703,1449,94403,zip,CA,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,-1.1474492751320124
1365,97317,1450,93534,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6.417691834981953
1366,98921,1451,96786,zip,HI,HI,Wahiawa,"Urban Honolulu, HI",Honolulu County,13.17498611425399
1367,74217,1452,37174,zip,TN,TN,Spring Hill,"Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,0.8452253007481783
1368,76550,1453,43147,zip,OH,OH,Pickerington,"Columbus, OH",Fairfield County,5.305138217531832
1369,98415,1454,95762,zip,CA,CA,El Dorado Hills,"Sacramento-Roseville-Folsom, CA",El Dorado County,-1.525473942103901
1370,98844,1455,96701,zip,HI,HI,Aiea,"Urban Honolulu, HI",Honolulu County,1.9573340685599232
1371,71325,1456,30815,zip,GA,GA,Hephzibah,"Augusta-Richmond County, GA-SC",Richmond County,6.801353865403005
1372,76573,1457,43204,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,3.8615160379222933
1374,66987,1459,21702,zip,MD,MD,Frederick,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County,1.268409165311943
1375,100154,1460,99205,zip,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,1.9292990968781218
1376,77522,1462,45231,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,17.412718570528774
1377,84569,1463,60540,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,7.711051563006939
1379,99992,1465,98837,zip,WA,WA,Moses Lake,"Moses Lake, WA",Grant County,8.478615179045274
1380,64017,1466,15317,zip,PA,PA,Canonsburg,"Pittsburgh, PA",Washington County,2.3910175028470717
1381,97858,1467,94901,zip,CA,CA,San Rafael,"San Francisco-Oakland-Berkeley, CA",Marin County,0.3230120762905957
1384,70959,1470,30213,zip,GA,GA,Fairburn,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2.6012476953528205
1386,80792,1472,52001,zip,IA,IA,Dubuque,"Dubuque, IA",Dubuque County,4.932448180077367
1388,97850,1474,94804,zip,CA,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2.5286047012715342
1389,60547,1475,7032,zip,NJ,NJ,Kearny,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,11.42585062210103
1390,95835,1476,89139,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-1.0836635414782567
1392,71344,1478,30909,zip,GA,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,3.5950828480609682
1393,70358,1479,29203,zip,SC,SC,Columbia,"Columbia, SC",Richland County,15.030230623452862
1394,99143,1480,97230,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2.062266010948906
1395,91339,1481,76262,zip,TX,TX,Roanoke,"Dallas-Fort Worth-Arlington, TX",Denton County,-0.2732581356357242
1396,71039,1481,30319,zip,GA,GA,Brookhaven,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,0.35665220962438393
1398,89870,1484,73034,zip,OK,OK,Edmond,"Oklahoma City, OK",Oklahoma County,3.9147178721886546
1399,72315,1485,32940,zip,FL,FL,Melbourne,"Palm Bay-Melbourne-Titusville, FL",Brevard County,-2.8489703375686326
1400,70238,1486,28806,zip,NC,NC,Asheville,"Asheville, NC",Buncombe County,6.093246163743577
1402,90265,1487,74055,zip,OK,OK,Owasso,"Tulsa, OK",Tulsa County,3.3088626213455887
1405,96885,1491,92506,zip,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,1.2919431292647165
1406,94929,1492,85353,zip,AZ,AZ,Tolleson,"Phoenix-Mesa-Chandler, AZ",Maricopa County,5.006120771851981
1407,92838,1493,79109,zip,TX,TX,Amarillo,"Amarillo, TX",Randall County,1.5341103259507
1408,73449,1494,35405,zip,AL,AL,Tuscaloosa,"Tuscaloosa, AL",Tuscaloosa County,8.32192199798627
1409,90772,1494,75220,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1.8726774327577065
1410,66632,1496,20785,zip,MD,MD,Greater Landover,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,-0.609689877498383
1412,69902,1498,28376,zip,NC,NC,Raeford,"Fayetteville, NC",Hoke County,6.692542937180175
1413,95997,1499,90016,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.193311693752155
1414,79118,1500,48307,zip,MI,MI,Rochester Hills,"Detroit-Warren-Dearborn, MI",Oakland County,0.4469855593007018
1415,70830,1501,30045,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,4.373216821960944
1416,98440,1503,95831,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,-1.0418525090502295
1417,91704,1504,77055,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.5581283188439254
1419,87014,1506,65802,zip,MO,MO,Springfield,"Springfield, MO",Greene County,7.7504090594844905
1420,90624,1507,75019,zip,TX,TX,Coppell,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.2168396080695105
1421,74670,1508,38134,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,1.184349580168597
1423,78983,1510,48111,zip,MI,MI,Belleville,"Detroit-Warren-Dearborn, MI",Wayne County,-2.769440529575445
1425,96161,1512,90503,zip,CA,CA,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.24828315191053
1427,73145,1514,34609,zip,FL,FL,Spring Hill,"Tampa-St. Petersburg-Clearwater, FL",Hernando County,4.931878518676881
1428,72367,1515,33029,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.564509526524895
1429,79074,1516,48219,zip,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,11.620686175833994
1430,72472,1517,33169,zip,FL,FL,Miami Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,9.094169351097136
1431,67776,1518,23608,zip,VA,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,4.243854335320179
1432,85934,1519,63116,zip,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,7.786063008542456
1433,98157,1520,95380,zip,CA,CA,Turlock,"Modesto, CA",Stanislaus County,10.481291295245121
