ZIP Code,Mean Income
1960,54031.545454545456
1966,55379.72727272727
1969,63552.818181818184
1970,59025.181818181816
1982,67009.09090909091
1983,70986.54545454546
1984,68157.36363636363
1985,69124.63636363637
2019,67099.0
2021,67145.27272727272
2025,59185.818181818184
2026,69047.45454545454
2030,141301.18181818182
2032,72119.81818181818
2035,73797.54545454546
2038,66927.72727272728
2043,66624.18181818182
2045,72907.0
2047,57142.0
2048,64865.72727272727
2050,62457.36363636364
2052,85740.63636363637
2053,60154.181818181816
2054,63295.545454545456
2056,77958.81818181818
2061,74134.27272727272
2062,65272.36363636364
2066,72135.90909090909
2067,73565.0
2071,71984.33333333333
2072,52736.0
2081,68245.27272727272
2090,86807.90909090909
2093,68368.72727272728
2108,130928.81818181818
2109,146937.0909090909
2110,183092.72727272726
2111,81616.54545454546
2113,95314.72727272728
2114,98263.72727272728
2115,56941.27272727273
2116,128418.27272727272
2118,94134.27272727272
2119,35087.545454545456
2120,51290.454545454544
2121,37668.63636363636
2122,69443.72727272728
2124,53189.545454545456
2125,64188.454545454544
2126,40555.454545454544
2127,107699.54545454546
2128,59922.0
2129,110364.81818181818
2130,83423.81818181818
2131,65766.36363636363
2132,66910.27272727272
2134,59869.545454545456
2135,68078.72727272728
2136,48797.63636363636
2138,91124.81818181818
2139,96609.72727272728
2140,94166.81818181818
2141,81358.81818181818
2142,126528.45454545454
2143,87971.90909090909
2144,98371.27272727272
2145,75842.36363636363
2148,56427.545454545456
2149,49900.72727272727
2150,49141.818181818184
2151,50075.27272727273
2152,60967.90909090909
2155,81052.18181818182
2163,60760.181818181816
2169,60480.454545454544
2170,68863.27272727272
2171,78838.09090909091
2176,69819.0
2180,61401.27272727273
2184,66996.0
2186,73919.09090909091
2188,65115.36363636364
2189,53716.90909090909
2190,65223.36363636364
2191,59202.36363636364
2199,127650.18181818182
2210,170163.45454545456
2215,55379.454545454544
2301,40955.09090909091
2302,44126.181818181816
2322,62642.818181818184
2324,61960.454545454544
2330,47534.90909090909
2332,74793.54545454546
2333,53364.818181818184
2338,56772.63636363636
2339,75108.18181818182
2341,54331.545454545456
2343,50162.90909090909
2346,61836.454545454544
2347,68661.81818181818
2351,58883.09090909091
2356,67413.0
2359,65595.81818181818
2360,63332.0
2364,57140.545454545456
2367,57603.27272727273
2368,55583.63636363636
2370,56588.63636363636
2375,62489.90909090909
2379,52235.27272727273
2382,52821.818181818184
2420,86043.81818181818
2421,99722.63636363637
2445,97525.54545454546
2446,80789.18181818182
2451,82578.36363636363
2452,73678.72727272728
2453,73590.54545454546
2458,80297.90909090909
2459,97264.72727272728
2460,77132.0
2461,84482.81818181818
2462,51748.0
2464,91659.72727272728
2465,94850.09090909091
2466,75587.63636363637
2467,111528.09090909091
2468,101419.18181818182
2472,85142.09090909091
2474,80110.72727272728
2476,72846.81818181818
2478,83211.90909090909
2481,119313.63636363637
2482,103594.0
2492,79347.18181818182
2493,103610.27272727272
2494,76277.63636363637
2532,60888.181818181816
2534,72336.72727272728
2535,88494.45454545454
2536,55587.0
2537,73602.45454545454
2538,41240.27272727273
2539,69582.45454545454
2540,47360.27272727273
2542,53652.77777777778
2543,94945.54545454546
2553,72494.0
2554,85156.63636363637
2556,77831.81818181818
2557,50512.63636363636
2558,46688.63636363636
2559,49498.27272727273
2561,52971.5
2562,66023.36363636363
2563,58851.181818181816
2564,31148.0
2568,54094.27272727273
2571,49684.545454545456
2575,67553.0
2576,46444.90909090909
2601,40752.454545454544
2630,46529.0
2631,59183.63636363636
2632,64363.09090909091
2633,61978.72727272727
2635,66659.72727272728
2637,49276.0
2638,63924.63636363636
2639,46065.72727272727
2641,31933.0
2642,51339.09090909091
2644,58068.27272727273
2645,51697.36363636364
2646,53449.818181818184
2648,65865.63636363637
2649,55961.818181818184
2650,66243.09090909091
2652,72267.72727272728
2653,56404.454545454544
2655,69040.36363636363
2657,75099.36363636363
2659,48056.545454545456
2660,41634.454545454544
2663,64568.333333333336
2664,53350.72727272727
2666,57422.545454545456
2667,52449.818181818184
2668,79286.72727272728
2669,54820.2
2670,50258.0
2671,39520.90909090909
2673,49283.63636363636
2675,59917.72727272727
2702,68267.90909090909
2703,53758.36363636364
2713,36222.42857142857
2715,55231.27272727273
2717,53972.0
2718,67954.54545454546
2719,51702.72727272727
2720,42627.72727272727
2721,31909.454545454544
2723,37366.27272727273
2724,32537.363636363636
2725,50398.27272727273
2726,55620.36363636364
2738,76070.45454545454
2739,80277.63636363637
2740,37752.36363636364
2743,46754.90909090909
2744,36362.545454545456
2745,43240.545454545456
2746,32035.272727272728
2747,52602.09090909091
2748,52121.0
2760,52276.36363636364
2762,62064.0
2763,63015.63636363636
2764,45968.181818181816
2766,61626.63636363636
2767,57924.818181818184
2769,72878.54545454546
2770,58968.181818181816
2771,57911.27272727273
2777,55486.181818181816
2779,68202.54545454546
2780,43255.90909090909
2790,60320.90909090909
2791,64475.333333333336
2802,80480.33333333333
2804,73104.72727272728
2806,65228.0
2807,74874.90909090909
2808,42492.36363636364
2809,49506.36363636364
2812,36397.0
2813,59129.818181818184
2814,64291.545454545456
2815,144685.5
2816,46791.454545454544
2817,66748.09090909091
2818,69042.54545454546
2822,50704.181818181816
2825,59913.09090909091
2826,38080.0
2827,67864.45454545454
2828,59459.0
2830,57350.0
2831,78531.72727272728
2832,54649.181818181816
2833,26627.727272727272
2835,76203.63636363637
2837,68164.45454545454
2838,50437.72727272727
2839,42681.0
2840,66172.63636363637
2842,58355.63636363636
2852,54784.27272727273
2857,52387.36363636364
2858,97548.0
2859,49393.545454545456
2860,36484.63636363636
2861,48419.72727272727
2863,30016.18181818182
2864,54631.90909090909
2865,57595.818181818184
2871,66965.63636363637
2872,38180.0
2873,94909.4
2874,82357.09090909091
2875,72283.66666666667
2876,40343.3
2878,55539.90909090909
2879,62017.27272727273
2881,60132.90909090909
2882,55067.454545454544
2885,44448.545454545456
2886,50572.90909090909
2888,54577.181818181816
2889,48368.90909090909
2891,54320.09090909091
2892,64827.72727272727
2893,44518.0
2894,46373.818181818184
2895,36198.63636363636
2896,51840.90909090909
2898,40779.9
2903,58421.90909090909
2904,36264.72727272727
2905,42312.454545454544
2906,72626.63636363637
2907,36482.545454545456
2908,50236.0
2909,37064.09090909091
2910,50911.181818181816
2911,45743.27272727273
2914,41284.72727272727
2915,46295.545454545456
2916,54183.90909090909
2917,56838.09090909091
2919,46247.27272727273
2920,47876.27272727273
2921,62045.90909090909
3031,82661.18181818182
3032,78561.90909090909
3033,70577.27272727272
3034,64238.09090909091
3036,86487.36363636363
3037,78183.36363636363
3038,49627.72727272727
3042,54581.181818181816
3043,64251.545454545456
3044,70948.36363636363
3045,59952.181818181816
3046,103683.45454545454
3047,52860.545454545456
3048,51439.818181818184
3049,89821.90909090909
3051,76512.0
3052,71385.09090909091
3053,64051.454545454544
3054,67517.45454545454
3055,53117.454545454544
3057,83004.45454545454
3060,49353.818181818184
3062,70495.45454545454
3063,64646.27272727273
3064,51714.181818181816
3070,87230.0
3071,72970.54545454546
3076,72795.54545454546
3077,53924.0
3079,55667.818181818184
3082,83950.63636363637
3084,60351.27272727273
3086,75385.72727272728
3087,79736.72727272728
3101,48602.63636363636
3102,50017.63636363636
3103,49095.27272727273
3104,55755.181818181816
3106,54391.09090909091
3109,61155.0
3110,75538.0
3215,58907.545454545456
3216,50349.90909090909
3217,44652.454545454544
3218,36602.8
3220,51778.454545454544
3221,48932.90909090909
3222,40544.72727272727
3223,45080.90909090909
3224,53900.27272727273
3225,47714.818181818184
3226,53078.72727272727
3227,89640.45454545454
3229,68013.45454545454
3230,42027.09090909091
3231,42393.6
3234,46573.63636363636
3235,38647.454545454544
3237,65736.63636363637
3238,24642.0
3240,39410.72727272727
3241,50052.27272727273
3242,48730.90909090909
3243,47472.90909090909
3244,54294.36363636364
3245,43588.63636363636
3246,47171.818181818184
3249,54205.545454545456
3251,37883.818181818184
3253,48989.27272727273
3254,55612.454545454544
3255,80698.36363636363
3256,55986.181818181816
3257,58568.545454545456
3258,67132.36363636363
3259,60982.90909090909
3260,62676.0
3261,72980.63636363637
3262,45962.09090909091
3263,39687.36363636364
3264,42621.454545454544
3266,45979.36363636364
3268,49222.0
3269,63306.0
3273,64140.444444444445
3275,45045.90909090909
3276,43984.09090909091
3278,56231.36363636364
3279,46663.90909090909
3280,53786.36363636364
3281,62922.27272727273
3282,47210.0
3284,42940.09090909091
3285,52615.09090909091
3287,54956.545454545456
3290,70915.90909090909
3293,119342.66666666667
3301,48314.818181818184
3303,48796.90909090909
3304,60365.27272727273
3307,53073.0
3431,45547.72727272727
3440,46213.545454545456
3441,69034.44444444444
3442,55573.72727272727
3443,48705.75
3444,60124.72727272727
3445,47988.818181818184
3446,50128.27272727273
3447,54314.63636363636
3448,42277.545454545456
3449,78011.45454545454
3450,52383.0
3451,39122.63636363636
3452,48525.27272727273
3455,69544.09090909091
3456,46544.181818181816
3457,69132.90909090909
3458,63030.72727272727
3461,43361.90909090909
3462,62219.72727272727
3464,46263.63636363636
3465,52631.181818181816
3466,55471.9
3467,68552.27272727272
3470,43623.90909090909
3561,39770.454545454544
3570,28525.272727272728
3574,40708.181818181816
3576,36916.181818181816
3579,33573.09090909091
3580,60152.181818181816
3581,37165.545454545456
3582,32021.909090909092
3583,38964.454545454544
3584,36551.818181818184
3585,43010.818181818184
3586,55726.36363636364
3588,42887.181818181816
3590,37868.36363636364
3592,39275.72727272727
3593,60207.27272727273
3595,40124.545454545456
3597,26297.545454545456
3598,34712.454545454544
3601,36379.545454545456
3602,45527.181818181816
3603,35097.90909090909
3605,46888.0
3607,42201.72727272727
3608,53418.09090909091
3609,35970.72727272727
3740,40385.63636363636
3741,56914.545454545456
3743,38620.72727272727
3745,52685.63636363636
3746,42722.5
3748,79579.72727272728
3750,130069.45454545454
3751,33003.181818181816
3752,46982.0
3753,78414.27272727272
3755,70614.54545454546
3765,39695.2
3766,59700.818181818184
3768,93040.63636363637
3770,76717.55555555556
3771,41104.181818181816
3773,45536.63636363636
3774,48838.09090909091
3777,86951.18181818182
3779,57507.454545454544
3780,60407.63636363636
3781,86110.45454545454
3782,50214.0
3784,49323.36363636364
3785,33873.72727272727
3801,71206.63636363637
3809,41562.63636363636
3810,48974.0
3811,70706.54545454546
3812,33009.545454545456
3813,60854.63636363636
3814,33893.0
3816,69342.63636363637
3817,42721.545454545456
3818,42724.27272727273
3819,61382.545454545456
3820,57392.545454545456
3823,58759.63636363636
3824,41753.90909090909
3825,52518.27272727273
3826,61539.27272727273
3827,67114.18181818182
3830,37362.454545454544
3832,66811.18181818182
3833,56305.0
3835,39074.27272727273
3836,48916.72727272727
3837,48198.90909090909
3838,59364.545454545456
3839,47389.63636363636
3840,111877.18181818182
3841,65735.0
3842,64166.72727272727
3844,126125.45454545454
3845,79544.18181818182
3846,77203.18181818182
3847,209087.0
3848,55524.27272727273
3849,58020.90909090909
3850,34600.77777777778
3851,43062.72727272727
3852,56892.5
3853,72390.90909090909
3854,177111.36363636365
3855,57821.818181818184
3856,98602.27272727272
3857,59917.72727272727
3858,74195.90909090909
3860,45961.818181818184
3861,65107.09090909091
3862,63470.818181818184
3864,38638.63636363636
3865,58770.90909090909
3867,45141.36363636364
3868,48513.36363636364
3869,46592.63636363636
3870,91750.72727272728
3871,138099.66666666666
3872,43643.36363636364
3873,62293.0
3874,50289.63636363636
3875,52692.36363636364
3878,42587.09090909091
3882,45487.63636363636
3884,64593.818181818184
3885,71676.72727272728
3886,35673.0
3887,42294.27272727273
3890,35953.0
3894,48405.818181818184
3901,56428.181818181816
3902,77704.45454545454
3903,53261.63636363636
3904,55661.36363636364
3905,53035.0
3906,57667.09090909091
3907,63095.545454545456
3908,58036.181818181816
3909,68160.27272727272
3910,65969.0
4001,41150.181818181816
4002,45151.63636363636
4003,41878.5
4005,43719.63636363636
4006,43518.125
4008,37704.72727272727
4009,38327.181818181816
4010,40329.27272727273
4011,53518.09090909091
4015,41913.36363636364
4017,48442.72727272727
4019,87546.0
4020,38209.27272727273
4021,77625.81818181818
4022,40931.63636363636
4024,35241.63636363636
4027,43932.27272727273
4029,43322.545454545456
4030,54173.27272727273
4032,65114.454545454544
4037,35333.09090909091
4038,56701.818181818184
4039,64237.09090909091
4040,39464.09090909091
4041,33982.0
4042,46139.818181818184
4043,48051.72727272727
4046,52890.09090909091
4047,46234.818181818184
4048,41176.63636363636
4049,42915.0
4050,42196.0
4051,49585.27272727273
4055,43286.36363636364
4056,36726.2
4061,53643.818181818184
4062,51646.72727272727
4063,35537.545454545456
4064,53551.818181818184
4066,60756.27272727273
4068,38009.454545454544
4069,50767.0
4071,53312.818181818184
4072,52614.36363636364
4073,41820.09090909091
4074,61828.09090909091
4076,50095.27272727273
4079,57235.63636363636
4083,42076.36363636364
4084,44802.72727272727
4085,45783.818181818184
4086,57443.545454545456
4087,37948.181818181816
4088,42119.545454545456
4090,53701.90909090909
4091,31963.090909090908
4092,43873.72727272727
4093,57538.181818181816
4095,38313.0
4096,54964.72727272727
4097,68479.63636363637
4101,43610.545454545456
4102,51276.27272727273
4103,54404.63636363636
4105,84730.72727272728
4106,53128.454545454544
4107,65978.09090909091
4108,52993.454545454544
4109,44922.0
4110,73964.27272727272
4210,38475.181818181816
4216,31234.18181818182
4217,35730.181818181816
4219,35389.72727272727
4220,40536.63636363636
4221,28436.454545454544
4222,50324.454545454544
4224,37439.27272727273
4226,34979.8
4227,25989.0
4231,28194.0
4236,52245.09090909091
4237,42891.454545454544
4238,42005.181818181816
4239,36661.818181818184
4240,34777.09090909091
4250,34352.545454545456
4252,52761.63636363636
4253,49387.27272727273
4254,27039.727272727272
4255,49364.0
4256,34765.818181818184
4257,35166.90909090909
4258,48903.454545454544
4259,45550.90909090909
4260,52198.09090909091
4261,34356.0
4263,42771.27272727273
4265,49935.90909090909
4268,35657.818181818184
4270,37183.09090909091
4274,52442.63636363636
4275,35239.0
4276,31979.363636363636
4280,49736.27272727273
4281,30561.727272727272
4282,51352.63636363636
4284,46179.0
4285,48044.818181818184
4287,43631.72727272727
4289,33201.545454545456
4290,34535.09090909091
4292,40532.0
4294,34146.181818181816
4330,37010.72727272727
4342,44199.454545454544
4344,38551.454545454544
4345,42072.90909090909
4346,38500.63636363636
4347,50844.818181818184
4348,44466.454545454544
4349,39809.454545454544
4350,52571.90909090909
4351,48179.63636363636
4352,47727.545454545456
4353,42325.72727272727
4354,74997.54545454546
4355,65702.45454545454
4357,39649.36363636364
4358,46428.09090909091
4359,47228.333333333336
4360,35517.27272727273
4363,44442.72727272727
4364,37627.545454545456
4401,38807.90909090909
4406,34068.0
4408,57776.90909090909
4410,34795.818181818184
4411,38887.90909090909
4412,35294.27272727273
4413,26641.81818181818
4414,28746.363636363636
4415,35066.27272727273
4416,37770.27272727273
4417,25835.909090909092
4418,33566.63636363636
4419,40761.63636363636
4421,57901.09090909091
4422,32221.909090909092
4424,23706.81818181818
4426,28045.0
4427,37569.90909090909
4428,42174.454545454544
4429,44653.0
4430,30435.727272727272
4431,47818.166666666664
4434,42974.818181818184
4435,34827.818181818184
4438,37046.27272727273
4441,30611.727272727272
4442,55397.5
4443,32655.0
4444,54624.818181818184
4448,27687.545454545456
4449,34729.63636363636
4450,39900.454545454544
4451,24112.545454545456
4453,28502.454545454544
4455,33372.36363636364
4456,46363.36363636364
4457,30908.272727272728
4459,28556.18181818182
4460,29882.18181818182
4461,36215.36363636364
4462,36621.36363636364
4463,27546.0
4464,43419.09090909091
4468,35831.36363636364
4471,29686.636363636364
4472,47894.545454545456
4473,38887.545454545456
4474,43585.09090909091
4475,30958.727272727272
4476,37505.818181818184
4478,22868.454545454544
4479,29349.454545454544
4481,33026.72727272727
4485,32425.81818181818
4487,30525.545454545456
4488,41462.09090909091
4489,35123.333333333336
4490,40804.36363636364
4491,22698.81818181818
4492,31963.909090909092
4493,37588.36363636364
4495,35502.454545454544
4496,42503.454545454544
4497,20786.545454545456
4530,43770.72727272727
4535,57544.545454545456
4537,58914.09090909091
4538,35483.27272727273
4539,49663.36363636364
4543,43420.09090909091
4544,51030.0
4547,40957.90909090909
4548,52559.0
4551,46723.545454545456
4553,42182.90909090909
4554,47444.454545454544
4555,46890.454545454544
4556,50522.0
4558,35123.181818181816
4562,54477.818181818184
4563,47349.36363636364
4564,57661.36363636364
4568,59303.72727272727
4571,77831.7
4572,30879.81818181818
4573,46743.63636363636
4574,43527.818181818184
4575,228409.5
4576,46013.818181818184
4578,41704.181818181816
4579,50186.27272727273
4605,41093.72727272727
4606,37752.0
4607,29392.454545454544
4609,39434.72727272727
4611,29305.454545454544
4612,62062.545454545456
4613,36300.42857142857
4614,41721.72727272727
4616,40727.63636363636
4617,54626.181818181816
4619,25777.545454545456
4622,31989.81818181818
4623,33926.72727272727
4624,38870.333333333336
4625,52556.545454545456
4626,27959.090909090908
4627,32675.545454545456
4628,25947.81818181818
4630,44272.545454545456
4631,25780.272727272728
4634,35930.72727272727
4635,80298.33333333333
4637,40883.9
4640,53378.181818181816
4642,30375.454545454544
4643,39392.181818181816
4645,62998.5
4646,39988.666666666664
4648,29039.81818181818
4649,31366.272727272728
4650,38582.77777777778
4652,33604.90909090909
4653,30010.545454545456
4654,28427.0
4655,47130.818181818184
4657,32862.63636363636
4658,32402.545454545456
4660,69804.18181818182
4662,51970.181818181816
4664,52591.36363636364
4666,33350.454545454544
4667,35840.27272727273
4668,26963.727272727272
4669,84352.2
4671,33153.63636363636
4673,25103.090909090908
4674,30033.727272727272
4675,117688.5
4676,31242.909090909092
4677,45322.454545454544
4679,36662.818181818184
4680,32171.636363636364
4681,35573.545454545456
4683,80855.25
4684,57738.454545454544
4685,43922.09090909091
4686,23367.81818181818
4691,36733.454545454544
4693,32838.36363636364
4694,39824.09090909091
4730,29545.727272727272
4732,29252.272727272728
4733,26673.18181818182
4734,29404.363636363636
4735,26402.0
4736,34983.36363636364
4739,25853.545454545456
4740,24026.272727272728
4742,28692.363636363636
4743,37789.72727272727
4745,31365.272727272728
4746,22602.727272727272
4747,24618.454545454544
4750,30570.0
4756,24493.272727272728
4757,34598.36363636364
4758,30105.0
4760,42194.72727272727
4761,40656.63636363636
4762,31860.909090909092
4763,26336.363636363636
4764,23718.9
4765,25586.363636363636
4766,29107.363636363636
4768,36104.545454545456
4769,34025.72727272727
4772,35400.63636363636
4773,30601.272727272728
4774,25600.636363636364
4776,27047.454545454544
4777,22633.727272727272
4779,37100.0
4780,32368.18181818182
4781,24864.272727272728
4783,35565.818181818184
4785,25837.909090909092
4786,27188.81818181818
4787,21126.636363636364
4841,35606.90909090909
4843,51956.545454545456
4847,38025.09090909091
4848,55397.0
4849,43789.72727272727
4851,28916.11111111111
4852,59028.0
4853,65405.09090909091
4854,55181.63636363636
4855,44063.833333333336
4856,51666.63636363636
4858,52356.181818181816
4859,52761.545454545456
4860,53065.545454545456
4861,40682.09090909091
4862,40713.63636363636
4863,53852.09090909091
4864,44930.0
4901,34831.90909090909
4910,39506.90909090909
4911,33091.72727272727
4912,23147.454545454544
4915,38333.72727272727
4917,54831.454545454544
4918,58770.8
4920,24050.363636363636
4921,30782.636363636364
4922,31982.909090909092
4923,25076.454545454544
4924,33309.545454545456
4925,36174.333333333336
4927,31148.81818181818
